Smiles,Liver
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CC[N+](CC3)(C)C)C4)C)CC2)C[C@@H]1N1CC[N+](CC1)(C)C)C)C(=O)C,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C(=O)C1=O)CC)c1ccccc1,Hepatotoxicity
N1CCNCC1,NonHepatotoxicity
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,NonHepatotoxicity
S1c2c(N(CCCN3CC[C@@H](CC3)CCO)c3c1cccc3)cc(S(=O)(=O)N(C)C)cc2,Hepatotoxicity
O([C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO)[C@H]1O[C@@H]([C@@H](O[C@H]2OCCCC2)[C@H](N)C1)C,Hepatotoxicity
Clc1ccc(c2c(nn(c2)c2ccc(F)cc2)CC(=O)O)cc1,Hepatotoxicity
O[C@@H](CNC(C)(C)C)c1nc(c(O)cc1)CO,NonHepatotoxicity
S(=O)(=O)(N)c1c(Oc2ccccc2)c(N2CCCC2)cc(c1)C(=O)O,Hepatotoxicity
O1c2cc(CN3CCN(CC3)c3ncccn3)ccc2OC1,Hepatotoxicity
O(c1c(Cc2c(c3c(nc2)nc(nc3N)N)C)cc(OC)cc1)C,Hepatotoxicity
Clc1c(N2CC=CC2)ccc([C@@H](C)C(=O)O)c1,Hepatotoxicity
N1(CCCNCCNCCCNCC1)Cc1ccc(CN2CCCNCCNCCCNCC2)cc1,NonHepatotoxicity
O([C@@H]1C[C@H](O[C@H]2[C@@H](Cc3c(C2=O)c(O)c2c(c3)cc(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)C4)C)C3)C)c(c2O)C)[C@H](OC)C(=O)[C@@H](O)[C@H](O)C)O[C@@H]([C@H]1O)C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@@](O)(C2)C)C)C1)C,Hepatotoxicity
O1C[C@H]2[C@@H]([C@@H](c3c([C@@H]2O)cc2OCOc2c3)c2cc(OC)c(OC)c(OC)c2)C1=O,NonHepatotoxicity
O=C1N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@H]1CC(C)C)Cc1ccccc1,NonHepatotoxicity
S(=O)(=O)(O)c1c(cccc1)C=C,NonHepatotoxicity
Clc1cc2N[C@H](N(S(=O)(=O)c2cc1S(=O)(=O)N)C)CSCC(F)(F)F,NonHepatotoxicity
O([C@@H](c1c2[nH]c(c1C)/C=C/1\N=C(C(=C1C)CCC(=O)O)/C=C\1/N=C(/C=c/3\[nH]/c(=C\2)/c(c3[C@H](O)C)C)C(=C1CCC(=O)O)C)C)[C@@H](c1c(/c/2=C/c3[nH]c(c(c3[C@H](O)C)C)/C=C/3\N=C(C(=C3C)CCC(=O)O)/C=C/3\N=C(/C=c/1\[nH]2)C(=C3CCC(=O)O)C)C)C,Hepatotoxicity
Fc1c([C@@]2(OC[C@H](C2)COc2ccc(N3CCN(CC3)c3ccc(n4c(=O)n(nc4)[C@H]([C@@H](O)C)CC)cc3)cc2)Cn2ncnc2)ccc(F)c1,Hepatotoxicity
O[C@H]1[C@@]23[C@H](N(c4c3cccc4)C)[C@@H]3N([C@@H]([C@H]1[C@@H](C3)[C@@H](CC)C=O)C2)CCC,Hepatotoxicity
O=N/C=c\1/n(cccc1)C,NonHepatotoxicity
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CS)CC(=O)N)[C@H](O)C)C)[C@H](O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1[C@@H](CCC1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N)CC(C)C)[C@H](CC)C)Cc1ccccc1)CC(=O)N)CC(=O)N)CO)CO)Cc1[nH]cnc1)C(C)C)CC(C)C)Cc1ccccc1)CC(=O)N)C)CCC(=O)N)[C@H](O)C)C,NonHepatotoxicity
O(CCCCc1ccccc1)c1ccc(cc1)C(=O)Nc1cc2oc(cc(=O)c2cc1)c1n[nH]nn1,Hepatotoxicity
Clc1cc2c(N(CC3CC3)C(=O)CN=C2c2ccccc2)cc1,NonHepatotoxicity
O=C(N1C[C@@H]2N(CCc3c2cccc3)C(=O)C1)C1CCCCC1,Hepatotoxicity
O=C(N1CCN(CC1)c1nc2c(c(n1)N)cc(OC)c(OC)c2)c1occc1,Hepatotoxicity
O([C@]1([C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C)C(=O)COC(=O)CC)C(=O)OCC,NonHepatotoxicity
O=C(Nc1c(cccc1)C)[C@H](NCCC)C,NonHepatotoxicity
O(c1cc(N[C@@H](CCCN)C)c2ncccc2c1)C,NonHepatotoxicity
S(c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C)C,Hepatotoxicity
O=C(NCCN(CC)CC)c1ccc(N)cc1,Hepatotoxicity
O(CCN(CC)CC)C(=O)c1ccc(N)cc1,NonHepatotoxicity
O=C(NC(C)C)c1ccc(CNNC)cc1,Hepatotoxicity
Clc1cc2N(CCCN3CCN(CC3)C)c3c(Sc2cc1)cccc3,Hepatotoxicity
O[C@@](C1CCCCC1)(CCN1CCCC1)c1ccccc1,NonHepatotoxicity
Clc1ccc(/C(=C\2/C=C(F)C=CC2=O)/NCCCC(=O)N)cc1,Hepatotoxicity
O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,Hepatotoxicity
S1c2c(N(CCCN(C)C)c3c1cccc3)cccc2,Hepatotoxicity
S1c2c(N(C[C@H](N(C)C)C)c3c1cccc3)cccc2,Hepatotoxicity
O(C[C@@H](O)CNCCC)c1c(C(=O)CCc2ccccc2)cccc1,Hepatotoxicity
O(CC[N+](C(C)C)(C(C)C)C)C(=O)[C@H]1c2c(Oc3c1cccc3)cccc2,NonHepatotoxicity
O(CCN(CC)CC)C(=O)c1cc(N)c(OCCC)cc1,NonHepatotoxicity
S1c2c(N(C[C@H](N(C)C)C)c3c1cccc3)cc(cc2)C(=O)CC,NonHepatotoxicity
O([C@@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC,Hepatotoxicity
O(C[C@@H](O)CNC(C)C)c1c2c(ccc1)cccc2,Hepatotoxicity
Ic1cn(CC(=O)OCCC)cc(I)c1=O,NonHepatotoxicity
O=C(N1[C@@H](CCC1)C(=O)N)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1,NonHepatotoxicity
N(CCC[C@H]1c2c(C=Cc3c1cccc3)cccc2)C,Hepatotoxicity
O[C@H]([C@@H](NC)C)c1ccccc1,NonHepatotoxicity
n1ccccc1,Hepatotoxicity
O(c1c[n+](ccc1)C)C(=O)N(C)C,NonHepatotoxicity
n1(c(c(cc1C)/C=C/c1[n+](c2c(cc(N(C)C)cc2)cc1)C)C)c1ccccc1,NonHepatotoxicity
Clc1cc2c(N(CC(F)(F)F)C(=S)CN=C2c2c(F)cccc2)cc1,NonHepatotoxicity
Clc1cc2nc3c(c(N[C@@H](CCCN(CC)CC)C)c2cc1)cc(OC)cc3,Hepatotoxicity
O=C(N1[C@@H](Cc2c(C1)cccc2)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,NonHepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(OC3CCCC3)cc2)CC1)C)C#C,Hepatotoxicity
Clc1c(S(=O)(=O)N)cc2c(N[C@@H](NC2=O)CC)c1,Hepatotoxicity
O[C@H]([C@@H]1N2C[C@@H]([C@H](C1)CC2)C=C)c1c2c(ncc1)ccc(OC)c2,Hepatotoxicity
O[C@@H]([C@H]1N2C[C@@H]([C@@H](C1)CC2)C=C)c1c2c(ncc1)ccc(OC)c2,Hepatotoxicity
s1c(c(c2c1cc(O)cc2)C(=O)c1ccc(OCCN2CCCCC2)cc1)c1ccc(O)cc1,Hepatotoxicity
s1c(N(Cc2cc3c([nH]c(nc3=O)C)cc2)C)ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O,Hepatotoxicity
O1c2c(c3[C@@H](CCc3cc2)CCNC(=O)CC)CC1,NonHepatotoxicity
O=C(N1[C@@H]2[C@H](C[C@H]1C(=O)O)CCC2)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,Hepatotoxicity
S(Cc1oc(CN(C)C)cc1)CCN/C(=C/N(=O)=O)/NC,Hepatotoxicity
O[C@@H](CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)COc1c(OC)cccc1,NonHepatotoxicity
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)CC=C)C)C(=O)CC,NonHepatotoxicity
N([C@@H]1CCc2c1cccc2)CC#C,NonHepatotoxicity
O1[C@@H](n2c3nc(nc(N)c3nc2)n2ncc(c2)C(=O)NC)[C@H](O)[C@H](O)[C@H]1CO,NonHepatotoxicity
O(C(=O)C1(N(c2ccccc2)C(=O)CC)CCN(CC1)CCC(=O)OC)C,NonHepatotoxicity
O=C(N[C@H](c1c(N2CCCCC2)cccc1)CC(C)C)Cc1cc(OCC)c(cc1)C(=O)O,NonHepatotoxicity
O([C@@H]1[C@H]([C@@H]2[C@@H](CN3[C@H](C2)c2[nH]c4c(c2CC3)ccc(OC)c4)C[C@H]1OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C(=O)OC)C,NonHepatotoxicity
O([C@@H]1[C@H]([C@@H]2[C@@H](CN3[C@H](C2)c2[nH]c4c(c2CC3)ccc(OC)c4)C[C@H]1OC(=O)c1cc(OC)c(OC)c(OC)c1)C(=O)OC)C,NonHepatotoxicity
Oc1cc(O)ccc1,Hepatotoxicity
S([C@H]1C[C@@H]2N([C@H](C1)CC2)C)CC(=O)O[C@H]1[C@@]2([C@H]3[C@@]([C@H]([C@H](O)[C@](C1)(C)C=C)C)(CC[C@H]2C)CCC3=O)C,NonHepatotoxicity
O([C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@@H](C)/C=C/C=C(\C(=O)NC2=C3NC4(N=C3c3c(C2=O)c(O)c(c2O[C@](O/C=C/[C@H](OC)[C@H]1C)(C(=O)c32)C)C)CCN(CC4)CC(C)C)/C)C)C)C(=O)C,Hepatotoxicity
O([C@H]1[C@@H]([C@@H](O)[C@H]([C@H](O)[C@@H](C)/C=C/C=C(\C(=O)NC2=C(O)c3c(c4C(=O)[C@](O/C=C/[C@@H](OC)[C@@H]1C)(Oc4c(c3O)C)C)C(=O)/C/2=C/NN1CCN(CC1)C)/C)C)C)C(=O)C,Hepatotoxicity
O([C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@@H](C)/C=C/C=C(/C(=O)NC2=C(O)c3c(C(=O)/C/2=C/NN2CCN(C4CCCC4)CC2)c2c(O[C@](O/C=C/[C@H](OC)[C@H]1C)(C2=O)C)c(c3O)C)\C)C)C)C(=O)C,Hepatotoxicity
s1c2c(nc1N)ccc(OC(F)(F)F)c2,Hepatotoxicity
N[C@@H]([C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)C,NonHepatotoxicity
O[C@@H]1[C@H]2[C@H]([C@H]3[C@@]([C@@]([C@@H](C3)C)(C)C(=O)CC)(C1)C)CCC1=CC(=O)C=C[C@]21C,NonHepatotoxicity
P(=O)(O)(O)C(P(=O)(O)O)(O)Cc1cccnc1,NonHepatotoxicity
Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCCCc4nc3C)c2cc1,Hepatotoxicity
O[C@@H]([C@@H](NCCc1ccc(O)cc1)C)c1ccc(O)cc1,Hepatotoxicity
O(c1cc([C@@H](N(C)C)C)ccc1)C(=O)N(CC)C,NonHepatotoxicity
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](O)[C@@H](N3CCOCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCC1)CC=C)C)C(=O)C,NonHepatotoxicity
Clc1c(OP(=S)(OC)OC)cc(Cl)c(Cl)c1,Hepatotoxicity
O=C1Nc2c(c(CCN(CCC)CCC)ccc2)C1,NonHepatotoxicity
O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)CCC,NonHepatotoxicity
S1[C@@H](Cc2ccc(OCCN(c3ncccc3)C)cc2)C(=O)NC1=O,Hepatotoxicity
S(=O)(=O)(N(c1nc(C(C)C)c(c(n1)c1ccc(F)cc1)/C=C/[C@H](O)C[C@@H](O)CC(=O)O)C)C,Hepatotoxicity
s1c(CCN([C@H]2CCc3c(C2)cccc3O)CCC)ccc1,NonHepatotoxicity
O(c1cc(CN2CCCCC2)ccc1)CCCNC(=O)COC(=O)C,Hepatotoxicity
O([C@@H]1[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@H](C(=O)O[C@@H]([C@@](O)([C@H](O)[C@H](/C(=N/OCOCCOC)/[C@@H](C[C@]1(O)C)C)C)C)CC)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C,Hepatotoxicity
Fc1c(Cn2nnc(c2)C(=O)N)c(F)ccc1,NonHepatotoxicity
O1c2cc(C(C)(C)C)ccc2O[C@H]1C,NonHepatotoxicity
O(CCCCCCNC[C@H](O)c1cc(c(O)cc1)CO)CCCCc1ccccc1,NonHepatotoxicity
P(=O)(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,NonHepatotoxicity
O[C@H]([C@@H]1Nc2c(NC1)[nH]c(nc2=O)N)[C@@H](O)C,NonHepatotoxicity
O=C(NC(C)(C)C)[C@H]1N(C[C@@H]2[C@H](C1)CCCC2)C[C@@H](O)[C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1,Hepatotoxicity
O=C1NC(=O)NC(=O)C1([C@@H](CCC)C)CC=C,NonHepatotoxicity
O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)Cc1[nH]ccn1)CO)CC(=O)O)[C@H](O)C)Cc1ccccc1)[C@H](O)C)CO)CCC(=O)O)CC(C)C)CO)CCCNC(=N)N)CC(C)C)CCCNC(=N)N)CC(=O)O)CO)C)CCCNC(=N)N)CC(C)C)CCC(=O)N)CCCNC(=N)N)CC(C)C,NonHepatotoxicity
N([C@@H](Cc1ccccc1)C)(CC#C)C,NonHepatotoxicity
O=C1C(=C(C(=O)C(=C1C)C)C)[C@H](CCCCCC(=O)O)c1ccccc1,Hepatotoxicity
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C)CC(=O)O)C)[C@@H](CC)C)Cc1ccccc1)[C@H](O)C)CC(=O)N)CO)Cc1ccc(O)cc1)CCCNC(=N)N)CCCCN)C(C)C)CC(C)C)CCC(=O)N)CC(C)C)CO)C)CCCNC(=N)N)CCCCN)CC(C)C)CC(C)C)CCC(=O)N)CC(=O)O)[C@@H](CC)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C,NonHepatotoxicity
Clc1c([C@@H](OCc2c3c(sc2)c(Cl)ccc3)Cn2ccnc2)ccc(Cl)c1,Hepatotoxicity
Clc1ccc(C2(CCC2)[C@H](N(C)C)CC(C)C)cc1,Hepatotoxicity
S(=O)(=O)(N1CCN(CC1)C)c1cc(c2[nH]c3c(nn(c3c(=O)n2)C)CCC)c(OCC)cc1,Hepatotoxicity
FC(F)(F)COc1c(OCCN[C@@H](Cc2cc3c(N(CC3)CCCO)c(c2)C(=O)N)C)cccc1,Hepatotoxicity
S(=O)(=O)([N-]c1ncccn1)c1ccc(N)cc1,NonHepatotoxicity
S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccc(OS(=O)(=O)O)cc1)CCSC)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,NonHepatotoxicity
O([C@@H]1C[C@@H](CC[C@H]1O)C[C@H]([C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@H](OC)[C@H](O)/C(=C/[C@H](C(=O)C1)C)/C)C)C)/C)O)C)C,Hepatotoxicity
OC(=O)CCCc1ccccc1,Hepatotoxicity
O([C@H]1[C@@H]2CCN(C1)CC2)C(=O)N1[C@H](c2c(CC1)cccc2)c1ccccc1,NonHepatotoxicity
Clc1c(cc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1)C(F)(F)F,Hepatotoxicity
O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO,NonHepatotoxicity
S(=O)(=O)(Nc1ccc([C@@H](O)CNC(C)C)cc1)C,Hepatotoxicity
Fc1c2n(C3CC3)cc(c(=O)c2c(N)c(F)c1N1C[C@@H](N[C@@H](C1)C)C)C(=O)O,Hepatotoxicity
O1[C@H]2[C@H](O[C@@H]3O[C@@H](CC(=O)[C@]13O)C)[C@@H](O)[C@H](NC)[C@H](O)[C@@H]2NC,Hepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)Cc3[nH]ncc3C4)C)CC2)CC1)C)C,Hepatotoxicity
OC(=O)[C@H]1NC[C@@H](C2CCCCC2)C1,Hepatotoxicity
c1(ccccc1)C=C,Hepatotoxicity
S(=O)(=O)(O[C@@H]1[C@](O[C@@H]2O[C@@H]([C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)COS(=O)(=O)O)(O[C@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O)COS(=O)(=O)O)O,Hepatotoxicity
Clc1c([C@@H](SCc2ccc(Cl)cc2)Cn2ccnc2)ccc(Cl)c1,NonHepatotoxicity
S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,NonHepatotoxicity
S(=O)(=O)(Nc1sc(nn1)C)c1ccc(N)cc1,Hepatotoxicity
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,Hepatotoxicity
S(=O)(=O)(Nc1ncccc1)c1ccc(N/N=C\2/C=C(C(=O)C=C2)C(=O)O)cc1,Hepatotoxicity
[S@](=O)(CC[C@H]1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1,NonHepatotoxicity
S(=O)(=O)(Nc1onc(c1C)C)c1ccc(N)cc1,Hepatotoxicity
[S@](=O)(c1ccc(/C=C\2/C(=C(c3c2ccc(F)c3)CC(=O)O)C)cc1)C,Hepatotoxicity
S(=O)(=O)(N)c1cc(C(=O)NC[C@H]2N(CCC2)CC)c(OC)cc1,Hepatotoxicity
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,NonHepatotoxicity
Fc1cc2/C(=C\c3[nH]c(c(c3C)C(=O)NCCN(CC)CC)C)/C(=O)Nc2cc1,Hepatotoxicity
s1c(C(=O)c2ccc([C@@H](C)C(=O)O)cc2)ccc1,Hepatotoxicity
O1[C@H]2[C@@H](OC)C[C@H]([C@]1(O)C(=O)C(=O)N1[C@@H](CCCC1)C(=O)O[C@@H]([C@@H]([C@@H](O)CC(=O)[C@@H](/C=C(/C[C@@H](C[C@@H]2OC)C)\C)CC=C)C)/C(=C/[C@H]1C[C@@H](OC)[C@H](O)CC1)/C)C,Hepatotoxicity
O=C(NC1CCCCC1)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)cc1,Hepatotoxicity
Oc1cc([C@@H]([C@H](CN(C)C)C)CC)ccc1,Hepatotoxicity
S1CCC(c2c1ccc(c2)C#Cc1ncc(cc1)C(=O)OCC)(C)C,NonHepatotoxicity
P(CCP(CCOCC)CCOCC)(CCOCC)CCOCC,NonHepatotoxicity
OCc1cc2c(N=C/C/2=C\NN/C(=N/CCCCC)/N)cc1,Hepatotoxicity
O1[C@H](n2cc(c(=O)[nH]c2=O)C)C[C@@H](O)[C@@H]1CO,Hepatotoxicity
O1[C@]2([C@H](N(C1=O)CCCCn1cc(nc1)c1cccnc1)[C@H](C(=O)[C@@H](C[C@@](OC)([C@H](O[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C)[C@H](C(=O)[C@H](C(=O)O[C@@H]2CC)C)C)C)C)C)C,Hepatotoxicity
OC(=O)c1c(c2ccc(Cn3c4c(nc3CCC)c(cc(c4)c3n(c4c(n3)cccc4)C)C)cc2)cccc1,Hepatotoxicity
Clc1cc2c(N(C(=O)[C@@H](O)N=C2c2ccccc2)C)cc1,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@@]2(OC)NC(=O)[C@@H](c1ccsc1)C(=O)O,NonHepatotoxicity
O=c1n2c(nnn1C)c(nc2)C(=O)N,Hepatotoxicity
O([C@H]1C[C@H](CC[C@@H]1OC(=O)C(CO)(CO)C)C[C@H]([C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H](CC[C@H]2C)C[C@@H](OC)/C(=C/C=C/C=C\[C@H](C[C@@H](C(=O)[C@H](OC)[C@H](O)/C(=C/[C@@H](C(=O)C1)C)/C)C)C)/C)O)C)C,Hepatotoxicity
Clc1cc2c(n(c(O)c2C(=O)c2sccc2)C(=O)N)cc1,Hepatotoxicity
s1c([C@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@@H]5[C@@H]([C@@H](c6c4cc4OCOc4c6)c4cc(OC)c(O)c(OC)c4)C(=O)OC5)O[C@@H]3CO2)ccc1,Hepatotoxicity
P(=O)(OCOC(=O)OC(C)C)(OCOC(=O)OC(C)C)CO[C@@H](Cn1c2ncnc(N)c2nc1)C,Hepatotoxicity
S1(=O)(=O)N(/C(=C(\O)/Nc2ncccc2)/C(=O)c2sccc12)C,Hepatotoxicity
O1[C@@H](CCC1)C(=O)N1CCN(CC1)c1nc2c(c(n1)N)cc(OC)c(OC)c2,NonHepatotoxicity
N(Cc1c2c(ccc1)cccc2)(C/C=C/C#CC(C)(C)C)C,Hepatotoxicity
O[C@@H](CNC(C)(C)C)c1cc(O)cc(O)c1,Hepatotoxicity
Clc1c([C@@]2(O[C@H](CO2)COc2ccc(N3CCN(CC3)C(C)C)cc2)Cn2ncnc2)ccc(Cl)c1,NonHepatotoxicity
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)CO)CCC(=O)O)[C@H](CC)C)CCC(=O)N)CC(C)C)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CC(=O)O)CCC(=O)O)CCCNC(=N)N)CCC(=O)O)CCSC)CO)CC(=O)N)Cc1nc[nH]c1)CC(=O)N)C,NonHepatotoxicity
S1c2c(CCC1)cccc2OC[C@@H](O)CNC(C)(C)C,NonHepatotoxicity
O1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)CC2)CCC1=O)C,NonHepatotoxicity
O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C,Hepatotoxicity
O=C1[C@H](CN2[C@@H](C1)c1c(CC2)cc(OC)c(OC)c1)CC(C)C,NonHepatotoxicity
O[C@@]12[C@@H](C[C@@H]3[C@](O)(c4c(C(=C3C1=O)O)c(O)ccc4)C)[C@H](N(C)C)C(=O)/C(=C(/O)\N)/C2=O,Hepatotoxicity
N1C(=NCC1)[C@H]1CCCc2c1cccc2,NonHepatotoxicity
O=C1NC(=O)CC[C@@H]1N1C(=O)c2c(C1=O)cccc2,Hepatotoxicity
O=c1n(c(=O)n(c2nc[nH]c12)C)C,NonHepatotoxicity
s1cc(nc1)c1[nH]c2c(n1)cccc2,Hepatotoxicity
s1c(c([n+](Cc2c(nc(nc2)C)N)c1)C)CCO,NonHepatotoxicity
